PASSENGERS,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN,DEST,AIRCRAFT_TYPE,MONTH
289.00,WN,Southwest Airlines Co.,DAL,SEA,614,1
289.00,WN,Southwest Airlines Co.,FLL,PHX,838,1
289.00,YX,Republic Airline,SRQ,CLT,673,1
290.00,B6,JetBlue Airways,JFK,CHS,699,1
290.00,DL,Delta Air Lines Inc.,SRQ,ATL,694,1
290.00,F9,Frontier Airlines Inc.,DEN,IAH,694,1
290.00,OH,PSA Airlines Inc.,SYR,CLT,638,1
290.00,UA,United Air Lines Inc.,EWR,SFO,624,1
290.00,WN,Southwest Airlines Co.,AUS,BWI,838,1
290.00,WN,Southwest Airlines Co.,BWI,RDU,838,1
290.00,WN,Southwest Airlines Co.,DEN,ICT,614,1
290.00,WN,Southwest Airlines Co.,LGB,PHX,838,1
290.00,WN,Southwest Airlines Co.,MCO,SDF,614,1
291.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",YUM,LRD,617,1
291.00,AA,American Airlines Inc.,MIA,PHL,614,1
291.00,DL,Delta Air Lines Inc.,SEA,ATL,614,1
291.00,DL,Delta Air Lines Inc.,SEA,ATL,696,1
291.00,G4,Allegiant Air,EWR,CVG,698,1
291.00,NK,Spirit Air Lines,DTW,PIT,694,1
291.00,OO,SkyWest Airlines Inc.,DTW,LSE,629,1
291.00,UA,United Air Lines Inc.,ICT,DEN,698,1
291.00,WN,Southwest Airlines Co.,STL,JAX,614,1
291.00,YX,Republic Airline,DCA,ALB,673,1
292.00,7H,"Northern Pacific Airways, Inc. Dba  Ravn Alaska",ANC,UNK,483,1
292.00,AS,Alaska Airlines Inc.,LAX,LAS,614,1
292.00,DL,Delta Air Lines Inc.,IND,BHM,687,1
292.00,DL,Delta Air Lines Inc.,SLC,SFO,698,1
292.00,G4,Allegiant Air,DSM,HOU,694,1
292.00,G4,Allegiant Air,HOU,DSM,694,1
292.00,OH,PSA Airlines Inc.,CLT,BUF,638,1
292.00,OO,SkyWest Airlines Inc.,SAN,LAS,673,1
292.00,UA,United Air Lines Inc.,DEN,ANC,839,1
292.00,WN,Southwest Airlines Co.,DCA,AUS,612,1
292.00,WN,Southwest Airlines Co.,HOU,AUS,838,1
292.00,WN,Southwest Airlines Co.,MDW,BHM,614,1
292.00,YX,Republic Airline,IND,MIA,673,1
293.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ELP,AEX,619,1
293.00,38Q,Key Lime Air Corporation,DEN,AIA,455,1
293.00,AA,American Airlines Inc.,CLT,SAT,694,1
293.00,AS,Alaska Airlines Inc.,LIH,LAX,614,1
293.00,AS,Alaska Airlines Inc.,SEA,ANC,634,1
293.00,DL,Delta Air Lines Inc.,SLC,PHX,723,1
293.00,F9,Frontier Airlines Inc.,RDU,MCO,722,1
293.00,MQ,Envoy Air,BNA,MIA,673,1
293.00,NK,Spirit Air Lines,DFW,MCO,722,1
293.00,OH,PSA Airlines Inc.,BDL,CLT,638,1
293.00,OO,SkyWest Airlines Inc.,MEM,DFW,631,1
293.00,UA,United Air Lines Inc.,CLE,MCO,612,1
293.00,UA,United Air Lines Inc.,IAH,LAX,694,1
293.00,WN,Southwest Airlines Co.,BNA,CLT,838,1
293.00,WN,Southwest Airlines Co.,STL,AUS,838,1
293.00,YX,Republic Airline,LGA,ORD,677,1
294.00,4B,Boutique Air,SOW,PHX,479,1
294.00,AA,American Airlines Inc.,BOI,SEA,699,1
294.00,AA,American Airlines Inc.,DFW,BOI,699,1
294.00,AS,Alaska Airlines Inc.,SEA,BZN,634,1
294.00,KO,Alaska Central Express,ANC,DUT,405,1
294.00,OO,SkyWest Airlines Inc.,JST,ORD,629,1
294.00,UA,United Air Lines Inc.,DEN,ATL,698,1
294.00,UA,United Air Lines Inc.,STL,IAH,694,1
294.00,WN,Southwest Airlines Co.,ABQ,HOU,838,1
294.00,WN,Southwest Airlines Co.,DEN,HDN,838,1
294.00,WN,Southwest Airlines Co.,ECP,DAL,614,1
294.00,WN,Southwest Airlines Co.,SAN,HOU,838,1
294.00,WN,Southwest Airlines Co.,SMF,MDW,838,1
295.00,AA,American Airlines Inc.,DFW,IND,699,1
295.00,AA,American Airlines Inc.,MIA,PIT,838,1
295.00,AA,American Airlines Inc.,PHL,RDU,699,1
295.00,DL,Delta Air Lines Inc.,SNA,SEA,614,1
295.00,F9,Frontier Airlines Inc.,BMI,MCO,699,1
295.00,F9,Frontier Airlines Inc.,DEN,BNA,694,1
295.00,F9,Frontier Airlines Inc.,IAD,MCO,722,1
295.00,F9,Frontier Airlines Inc.,MCO,XNA,722,1
295.00,F9,Frontier Airlines Inc.,SMF,PHX,694,1
295.00,HA,Hawaiian Airlines Inc.,LAX,OGG,721,1
295.00,MX,Breeze Aviation Group DBA  Breeze,MSY,CMH,748,1
295.00,NK,Spirit Air Lines,FLL,SDF,722,1
295.00,UA,United Air Lines Inc.,CMH,IAD,694,1
295.00,UA,United Air Lines Inc.,EWR,MIA,623,1
295.00,UA,United Air Lines Inc.,IAD,IAH,612,1
295.00,UA,United Air Lines Inc.,MIA,IAH,614,1
296.00,3E,"Multi-Aero, Inc. d/b/a Air Choice One",JBR,STL,415,1
296.00,AA,American Airlines Inc.,PHX,OGG,721,1
296.00,F9,Frontier Airlines Inc.,JAX,SJU,694,1
296.00,G4,Allegiant Air,MRY,LAS,698,1
296.00,G4,Allegiant Air,PVU,SNA,698,1
296.00,OO,SkyWest Airlines Inc.,BUF,DTW,638,1
296.00,UA,United Air Lines Inc.,SEA,IAH,634,1
296.00,WN,Southwest Airlines Co.,MSY,MCO,838,1
296.00,YX,Republic Airline,BTV,MIA,673,1
297.00,4B,Boutique Air,PDT,PDX,479,1
297.00,9E,Endeavor Air Inc.,MSP,MOT,629,1
297.00,AA,American Airlines Inc.,DFW,IAD,694,1
297.00,AA,American Airlines Inc.,SRQ,ORD,694,1
297.00,AS,Alaska Airlines Inc.,DAL,SEA,614,1
297.00,G4,Allegiant Air,CKB,SFB,694,1
297.00,G4,Allegiant Air,CVG,EWR,698,1
297.00,UA,United Air Lines Inc.,IAH,SFO,694,1
297.00,UA,United Air Lines Inc.,IAH,SMF,634,1
297.00,UA,United Air Lines Inc.,LAS,IAH,839,1
297.00,UA,United Air Lines Inc.,ORD,DEN,637,1
297.00,UA,United Air Lines Inc.,ORD,HDN,694,1
297.00,WN,Southwest Airlines Co.,CVG,TPA,614,1
297.00,YX,Republic Airline,EWR,MSY,673,1
297.00,YX,Republic Airline,MCO,IND,673,1
297.00,YX,Republic Airline,MIA,SYR,673,1
298.00,AA,American Airlines Inc.,PHL,SJU,721,1
298.00,DL,Delta Air Lines Inc.,SYR,ATL,698,1
298.00,F9,Frontier Airlines Inc.,DFW,MIA,722,1
298.00,MX,Breeze Aviation Group DBA  Breeze,CMH,MSY,748,1
298.00,OO,SkyWest Airlines Inc.,ORD,RDU,631,1
298.00,UA,United Air Lines Inc.,ORD,ORF,614,1
298.00,UA,United Air Lines Inc.,RNO,DEN,698,1
298.00,WN,Southwest Airlines Co.,DAL,LIT,838,1
298.00,WN,Southwest Airlines Co.,DEN,PHL,838,1
298.00,WN,Southwest Airlines Co.,DTW,LAS,614,1
298.00,WN,Southwest Airlines Co.,PHX,AUS,838,1
298.00,YX,Republic Airline,MIA,BTV,673,1
299.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ELP,YUM,619,1
299.00,9X,"Southern Airways Express, dba Mokulele Airlines",MUE,OGG,416,1
299.00,AA,American Airlines Inc.,DFW,EWR,698,1
299.00,AS,Alaska Airlines Inc.,ADQ,ANC,614,1
299.00,DL,Delta Air Lines Inc.,DEN,ATL,622,1
299.00,DL,Delta Air Lines Inc.,MSP,PDX,694,1
299.00,F9,Frontier Airlines Inc.,ATL,MCO,694,1
299.00,F9,Frontier Airlines Inc.,IAH,DEN,694,1
299.00,G4,Allegiant Air,PGD,AVL,698,1
299.00,NK,Spirit Air Lines,BWI,LAS,694,1
299.00,OO,SkyWest Airlines Inc.,DEN,CLE,673,1
299.00,OO,SkyWest Airlines Inc.,MSP,DSM,673,1
299.00,OO,SkyWest Airlines Inc.,ORD,SUN,673,1
299.00,UA,United Air Lines Inc.,ORD,JAX,698,1
299.00,WN,Southwest Airlines Co.,LAX,HOU,838,1
299.00,WN,Southwest Airlines Co.,ORD,BWI,614,1
300.00,9E,Endeavor Air Inc.,AGS,ATL,631,1
300.00,9K,Cape Air,IRK,STL,125,1
300.00,AA,American Airlines Inc.,AUS,DFW,698,1
300.00,AS,Alaska Airlines Inc.,MCO,SEA,614,1
300.00,NK,Spirit Air Lines,FLL,IND,694,1
300.00,OH,PSA Airlines Inc.,ECP,CLT,631,1
300.00,OO,SkyWest Airlines Inc.,LSE,DTW,629,1
300.00,QX,Horizon Air,SEA,MFR,673,1
300.00,UA,United Air Lines Inc.,DEN,IND,888,1
300.00,UA,United Air Lines Inc.,SMF,IAH,634,1
300.00,YX,Republic Airline,TUL,MIA,673,1
301.00,9E,Endeavor Air Inc.,DTW,SYR,631,1
301.00,AS,Alaska Airlines Inc.,HNL,SJC,614,1
301.00,AS,Alaska Airlines Inc.,SEA,AUS,634,1
301.00,DL,Delta Air Lines Inc.,CHS,ATL,622,1
301.00,G4,Allegiant Air,BLV,PGD,698,1
301.00,G4,Allegiant Air,LEX,FLL,694,1
301.00,G4,Allegiant Air,SFB,GFK,698,1
301.00,G4,Allegiant Air,SFB,MFE,698,1
301.00,MQ,Envoy Air,MSN,MIA,673,1
301.00,NK,Spirit Air Lines,PHX,LGA,698,1
301.00,UA,United Air Lines Inc.,EWR,MSY,624,1
301.00,UA,United Air Lines Inc.,IAH,EWR,837,1
301.00,UA,United Air Lines Inc.,MSY,IAH,624,1
301.00,UA,United Air Lines Inc.,PHX,EWR,622,1
301.00,WN,Southwest Airlines Co.,LAX,AUS,614,1
301.00,WN,Southwest Airlines Co.,MSP,DAL,614,1
301.00,YX,Republic Airline,EYW,PHL,673,1
302.00,9X,"Southern Airways Express, dba Mokulele Airlines",OGG,MUE,416,1
302.00,AA,American Airlines Inc.,DFW,DEN,698,1
302.00,AS,Alaska Airlines Inc.,SFO,BOS,614,1
302.00,DL,Delta Air Lines Inc.,MIA,ATL,888,1
302.00,F9,Frontier Airlines Inc.,LAS,SAT,694,1
302.00,F9,Frontier Airlines Inc.,MIA,LGA,694,1
302.00,G4,Allegiant Air,PBI,AVL,698,1
302.00,MQ,Envoy Air,CVG,ORD,673,1
302.00,OO,SkyWest Airlines Inc.,HLN,SLC,631,1
302.00,UA,United Air Lines Inc.,DEN,LIH,626,1
302.00,UA,United Air Lines Inc.,ORD,BWI,888,1
302.00,WN,Southwest Airlines Co.,BWI,ABQ,612,1
302.00,WN,Southwest Airlines Co.,ECP,BNA,838,1
302.00,WN,Southwest Airlines Co.,GEG,OAK,838,1
302.00,WN,Southwest Airlines Co.,JAN,ATL,614,1
302.00,WN,Southwest Airlines Co.,LAX,LIH,838,1
302.00,WN,Southwest Airlines Co.,MCO,SAT,838,1
302.00,WN,Southwest Airlines Co.,MSY,FLL,614,1
302.00,WN,Southwest Airlines Co.,MSY,LAS,838,1
302.00,WN,Southwest Airlines Co.,PHX,BOI,838,1
302.00,WN,Southwest Airlines Co.,SAV,BNA,614,1
302.00,WN,Southwest Airlines Co.,SMF,HOU,838,1
303.00,AA,American Airlines Inc.,DFW,PHX,614,1
303.00,AA,American Airlines Inc.,ORD,PHL,721,1
303.00,AS,Alaska Airlines Inc.,PHX,ANC,614,1
303.00,B6,JetBlue Airways,EWR,SFO,694,1
303.00,F9,Frontier Airlines Inc.,MIA,BUF,722,1
303.00,F9,Frontier Airlines Inc.,PWM,TPA,694,1
303.00,MQ,Envoy Air,DFW,LFT,673,1
303.00,MX,Breeze Aviation Group DBA  Breeze,MSY,RIC,678,1
303.00,UA,United Air Lines Inc.,DEN,SRQ,694,1
303.00,UA,United Air Lines Inc.,LAS,LAX,627,1
303.00,UA,United Air Lines Inc.,MCO,IAH,622,1
303.00,UA,United Air Lines Inc.,MCO,MSY,614,1
303.00,UA,United Air Lines Inc.,PHX,ORD,698,1
303.00,WN,Southwest Airlines Co.,MCO,MSY,838,1
303.00,WN,Southwest Airlines Co.,SAV,MDW,614,1
304.00,DL,Delta Air Lines Inc.,DTW,PHX,888,1
304.00,DL,Delta Air Lines Inc.,PDX,LAX,614,1
304.00,DL,Delta Air Lines Inc.,SEA,PDX,888,1
304.00,OO,SkyWest Airlines Inc.,CKB,ORD,629,1
304.00,OO,SkyWest Airlines Inc.,ORD,JST,629,1
304.00,SY,Sun Country Airlines d/b/a MN Airlines,MSP,BOS,614,1
304.00,UA,United Air Lines Inc.,AUS,IAD,614,1
304.00,UA,United Air Lines Inc.,EWR,SAN,698,1
304.00,UA,United Air Lines Inc.,HDN,IAD,694,1
304.00,WN,Southwest Airlines Co.,DAL,MIA,838,1
304.00,WN,Southwest Airlines Co.,LGB,HOU,838,1
304.00,WN,Southwest Airlines Co.,SFO,LAS,614,1
305.00,8V,Wright Air Service,FAI,GAL,416,1
305.00,AA,American Airlines Inc.,ORD,BOS,699,1
305.00,DL,Delta Air Lines Inc.,DTW,SFO,622,1
305.00,DL,Delta Air Lines Inc.,ROC,ATL,698,1
305.00,F9,Frontier Airlines Inc.,LGA,ATL,694,1
305.00,F9,Frontier Airlines Inc.,MCO,MIA,694,1
305.00,G4,Allegiant Air,LAX,SGF,698,1
305.00,G4,Allegiant Air,SFB,CVG,698,1
305.00,OO,SkyWest Airlines Inc.,ORD,GSP,631,1
305.00,PT,Piedmont Airlines,RIC,ORD,675,1
305.00,SY,Sun Country Airlines d/b/a MN Airlines,KOA,LAX,614,1
305.00,UA,United Air Lines Inc.,IAH,MCO,622,1
305.00,WN,Southwest Airlines Co.,MSP,DEN,838,1
305.00,WN,Southwest Airlines Co.,ORD,MCO,614,1
305.00,WN,Southwest Airlines Co.,PHX,CVG,612,1
305.00,WN,Southwest Airlines Co.,RSW,STL,838,1
306.00,AS,Alaska Airlines Inc.,SEA,OAK,614,1
306.00,AS,Alaska Airlines Inc.,SEA,PIT,614,1
306.00,F9,Frontier Airlines Inc.,LGA,MIA,694,1
306.00,F9,Frontier Airlines Inc.,PHL,JAX,694,1
306.00,G4,Allegiant Air,PDX,IDA,694,1
306.00,G4,Allegiant Air,SRQ,TUL,694,1
306.00,NK,Spirit Air Lines,BQN,MCO,722,1
306.00,OO,SkyWest Airlines Inc.,SDF,ORD,673,1
306.00,UA,United Air Lines Inc.,IAH,AUS,612,1
306.00,UA,United Air Lines Inc.,LAS,IAH,698,1
306.00,WN,Southwest Airlines Co.,DEN,ORF,614,1
306.00,WN,Southwest Airlines Co.,DTW,STL,838,1
306.00,WN,Southwest Airlines Co.,MDW,SJC,838,1
307.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",SIG,CPX,131,1
307.00,AA,American Airlines Inc.,DCA,JAX,698,1
307.00,AA,American Airlines Inc.,MSY,MIA,838,1
307.00,AA,American Airlines Inc.,STL,MIA,838,1
307.00,DL,Delta Air Lines Inc.,AUS,ATL,698,1
307.00,MX,Breeze Aviation Group DBA  Breeze,ORF,CHS,678,1
307.00,PT,Piedmont Airlines,PVD,PHL,675,1
307.00,QX,Horizon Air,SEA,FAT,482,1
307.00,UA,United Air Lines Inc.,IAD,PHX,698,1
307.00,WN,Southwest Airlines Co.,ATL,DEN,838,1
307.00,WN,Southwest Airlines Co.,DEN,PDX,838,1
307.00,WN,Southwest Airlines Co.,JAX,ATL,612,1
307.00,YX,Republic Airline,IAD,PBI,673,1
307.00,YX,Republic Airline,JAX,IAD,673,1
308.00,B6,JetBlue Airways,SAV,JFK,694,1
308.00,DL,Delta Air Lines Inc.,DTW,MKE,699,1
308.00,DL,Delta Air Lines Inc.,PHX,LAS,888,1
308.00,NK,Spirit Air Lines,IND,RSW,722,1
308.00,OO,SkyWest Airlines Inc.,DSM,MSP,673,1
308.00,WN,Southwest Airlines Co.,FLL,STL,838,1
308.00,WN,Southwest Airlines Co.,HOU,JAX,612,1
308.00,WN,Southwest Airlines Co.,JAX,DEN,838,1
308.00,WN,Southwest Airlines Co.,MDW,MEM,614,1
308.00,WN,Southwest Airlines Co.,MDW,SJU,614,1
308.00,WN,Southwest Airlines Co.,RSW,PIT,838,1
308.00,WN,Southwest Airlines Co.,SAT,SAN,838,1
308.00,YX,Republic Airline,MIA,IND,673,1
309.00,9E,Endeavor Air Inc.,CHO,ATL,638,1
309.00,9K,Cape Air,MVY,BOS,125,1
309.00,9X,"Southern Airways Express, dba Mokulele Airlines",MKK,LUP,416,1
309.00,C5,CommuteAir LLC dba CommuteAir,DEN,GJT,675,1
309.00,DL,Delta Air Lines Inc.,ATL,SEA,614,1
309.00,F9,Frontier Airlines Inc.,PHX,MCO,694,1
309.00,F9,Frontier Airlines Inc.,PHX,SFO,694,1
309.00,MQ,Envoy Air,ORD,EYW,677,1
309.00,OO,SkyWest Airlines Inc.,LAX,AUS,673,1
309.00,QX,Horizon Air,SAN,GEG,673,1
309.00,UA,United Air Lines Inc.,IAH,RDU,612,1
309.00,WN,Southwest Airlines Co.,BUF,DEN,612,1
309.00,WN,Southwest Airlines Co.,HOU,BUR,614,1
309.00,WN,Southwest Airlines Co.,LGA,DAL,614,1
309.00,WN,Southwest Airlines Co.,LGB,SMF,838,1
309.00,WN,Southwest Airlines Co.,SAN,KOA,614,1
309.00,YX,Republic Airline,PHL,AUS,673,1
310.00,9E,Endeavor Air Inc.,DTW,BTV,638,1
310.00,AS,Alaska Airlines Inc.,LAX,LAS,888,1
310.00,F9,Frontier Airlines Inc.,ORD,SJU,694,1
310.00,MQ,Envoy Air,MIA,MSN,673,1
310.00,MQ,Envoy Air,ROC,MIA,673,1
310.00,NK,Spirit Air Lines,DFW,BWI,694,1
310.00,OO,SkyWest Airlines Inc.,DFW,SJT,631,1
310.00,PH,Polynesian Airlines Ltd.,FAQ,PPG,485,1
310.00,UA,United Air Lines Inc.,IAH,DEN,838,1
310.00,WN,Southwest Airlines Co.,TPA,ALB,614,1
311.00,DL,Delta Air Lines Inc.,SEA,IAD,723,1
311.00,F9,Frontier Airlines Inc.,DEN,PNS,694,1
311.00,F9,Frontier Airlines Inc.,MCO,IAH,699,1
311.00,G4,Allegiant Air,SDF,SRQ,698,1
311.00,G4,Allegiant Air,SFB,SYR,694,1
311.00,OO,SkyWest Airlines Inc.,MTJ,LAX,673,1
311.00,UA,United Air Lines Inc.,LAS,SJC,839,1
311.00,WN,Southwest Airlines Co.,BUF,RSW,614,1
311.00,WN,Southwest Airlines Co.,GRR,TPA,612,1
311.00,WN,Southwest Airlines Co.,MCO,IAD,612,1
312.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",CPX,SIG,131,1
312.00,B6,JetBlue Airways,MSY,BOS,694,1
312.00,DL,Delta Air Lines Inc.,SEA,MSP,623,1
312.00,G4,Allegiant Air,MCI,SFB,694,1
312.00,G4,Allegiant Air,SFB,MEM,698,1
312.00,MQ,Envoy Air,DFW,BRO,673,1
312.00,UA,United Air Lines Inc.,PBI,IAH,614,1
312.00,WN,Southwest Airlines Co.,BWI,IND,614,1
312.00,WN,Southwest Airlines Co.,HOU,CMH,612,1
312.00,WN,Southwest Airlines Co.,MCO,BUF,838,1
312.00,YV,Mesa Airlines Inc.,IAD,CHS,673,1
313.00,AA,American Airlines Inc.,SFO,MIA,614,1
313.00,DL,Delta Air Lines Inc.,ATL,BWI,614,1
313.00,DL,Delta Air Lines Inc.,MSP,MSY,724,1
313.00,F9,Frontier Airlines Inc.,FSD,MCO,722,1
313.00,G4,Allegiant Air,AVL,PIE,698,1
313.00,UA,United Air Lines Inc.,EWR,SEA,614,1
313.00,UA,United Air Lines Inc.,IAH,MSY,634,1
313.00,UA,United Air Lines Inc.,LAS,IAH,694,1
313.00,UA,United Air Lines Inc.,TPA,IAH,614,1
313.00,WN,Southwest Airlines Co.,BWI,CVG,838,1
313.00,WN,Southwest Airlines Co.,PSP,SMF,614,1
313.00,YX,Republic Airline,EWR,DCA,677,1
313.00,YX,Republic Airline,ORD,ATL,677,1
314.00,38Q,Key Lime Air Corporation,AIA,DEN,455,1
314.00,9X,"Southern Airways Express, dba Mokulele Airlines",DFW,HRO,416,1
314.00,AA,American Airlines Inc.,CLT,RDU,698,1
314.00,AS,Alaska Airlines Inc.,FAT,SEA,634,1
314.00,AS,Alaska Airlines Inc.,PDX,SEA,839,1
314.00,DL,Delta Air Lines Inc.,GRR,ATL,608,1
314.00,DL,Delta Air Lines Inc.,TPA,ATL,626,1
314.00,F9,Frontier Airlines Inc.,PHX,BUR,722,1
314.00,G4,Allegiant Air,LAS,AVL,694,1
314.00,G4,Allegiant Air,MFE,SFB,698,1
314.00,OO,SkyWest Airlines Inc.,SFO,SBA,629,1
314.00,OO,SkyWest Airlines Inc.,SLC,DEN,631,1
314.00,UA,United Air Lines Inc.,BOS,IAH,839,1
314.00,UA,United Air Lines Inc.,IAH,MIA,888,1
314.00,WN,Southwest Airlines Co.,BNA,CHS,614,1
314.00,WN,Southwest Airlines Co.,LAS,RDU,614,1
314.00,WN,Southwest Airlines Co.,LAS,SAT,838,1
314.00,WN,Southwest Airlines Co.,SJU,HOU,614,1
314.00,YX,Republic Airline,PVD,EWR,673,1
315.00,9E,Endeavor Air Inc.,BUF,DTW,631,1
315.00,AA,American Airlines Inc.,DEN,LAX,699,1
315.00,AA,American Airlines Inc.,OKC,CLT,698,1
315.00,AA,American Airlines Inc.,ORD,SMF,614,1
315.00,AS,Alaska Airlines Inc.,LAX,PDX,839,1
315.00,AS,Alaska Airlines Inc.,SEA,SLC,721,1
315.00,B6,JetBlue Airways,BQN,EWR,694,1
315.00,DL,Delta Air Lines Inc.,MIA,ATL,622,1
315.00,F9,Frontier Airlines Inc.,CMH,TPA,694,1
315.00,F9,Frontier Airlines Inc.,GRR,TPA,694,1
315.00,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,BKW,PKB,674,1
315.00,OO,SkyWest Airlines Inc.,JAC,ORD,673,1
315.00,WN,Southwest Airlines Co.,FAT,LAS,838,1
315.00,WN,Southwest Airlines Co.,JAX,ATL,838,1
316.00,9E,Endeavor Air Inc.,DTW,ALB,638,1
316.00,AA,American Airlines Inc.,MIA,AUS,699,1
316.00,B6,JetBlue Airways,JFK,BUR,699,1
316.00,DL,Delta Air Lines Inc.,MYR,DTW,608,1
316.00,G4,Allegiant Air,TUL,SRQ,694,1
316.00,MX,Breeze Aviation Group DBA  Breeze,MSY,CAK,748,1
316.00,NK,Spirit Air Lines,LGA,MYR,722,1
316.00,PT,Piedmont Airlines,FWA,ORD,675,1
316.00,UA,United Air Lines Inc.,MCI,EWR,612,1
316.00,UA,United Air Lines Inc.,ORF,ORD,614,1
316.00,WN,Southwest Airlines Co.,SLC,MCO,614,1
316.00,YX,Republic Airline,CHS,IAD,673,1
316.00,YX,Republic Airline,ELP,ORD,677,1
317.00,F9,Frontier Airlines Inc.,PHX,DFW,694,1
317.00,F9,Frontier Airlines Inc.,TTN,RSW,694,1
317.00,G4,Allegiant Air,AZA,GJT,698,1
317.00,G4,Allegiant Air,CVG,MSY,694,1
317.00,OH,PSA Airlines Inc.,CLT,FWA,638,1
317.00,PT,Piedmont Airlines,BUF,PHL,675,1
317.00,UA,United Air Lines Inc.,EWR,PBI,622,1
317.00,UA,United Air Lines Inc.,IAD,SEA,614,1
317.00,UA,United Air Lines Inc.,SJC,LAX,637,1
317.00,WN,Southwest Airlines Co.,CLE,MCO,612,1
318.00,DL,Delta Air Lines Inc.,MSP,DTW,698,1
318.00,F9,Frontier Airlines Inc.,DEN,BWI,722,1
318.00,F9,Frontier Airlines Inc.,MCO,CVG,694,1
318.00,MQ,Envoy Air,ORD,CVG,673,1
318.00,MQ,Envoy Air,ORD,IND,677,1
318.00,NK,Spirit Air Lines,LAX,AUS,722,1
318.00,OO,SkyWest Airlines Inc.,SLC,IDA,638,1
318.00,UA,United Air Lines Inc.,BNA,DEN,614,1
318.00,UA,United Air Lines Inc.,EWR,PHX,622,1
318.00,UA,United Air Lines Inc.,IAH,JAX,888,1
318.00,UA,United Air Lines Inc.,ORD,FLL,698,1
318.00,UA,United Air Lines Inc.,TUS,DEN,694,1
318.00,WN,Southwest Airlines Co.,HOU,MAF,614,1
318.00,WN,Southwest Airlines Co.,HOU,SLC,838,1
318.00,WN,Southwest Airlines Co.,LAX,STL,838,1
319.00,AA,American Airlines Inc.,DFW,OGG,887,1
319.00,AA,American Airlines Inc.,LAS,DCA,614,1
319.00,AA,American Airlines Inc.,SMF,ORD,614,1
319.00,DL,Delta Air Lines Inc.,ROA,ATL,694,1
319.00,DL,Delta Air Lines Inc.,SLC,CVG,888,1
319.00,DL,Delta Air Lines Inc.,SLC,MSP,698,1
319.00,F9,Frontier Airlines Inc.,MCO,GRB,699,1
319.00,F9,Frontier Airlines Inc.,MCO,IAD,722,1
319.00,G4,Allegiant Air,GJT,AZA,698,1
319.00,MX,Breeze Aviation Group DBA  Breeze,MSY,SDF,678,1
319.00,OH,PSA Airlines Inc.,LEX,CLT,631,1
319.00,UA,United Air Lines Inc.,FLL,ORD,698,1
319.00,UA,United Air Lines Inc.,MSP,EWR,614,1
319.00,WN,Southwest Airlines Co.,BUF,TPA,838,1
319.00,WN,Southwest Airlines Co.,TUS,OAK,614,1
320.00,AA,American Airlines Inc.,MIA,MSP,838,1
320.00,AS,Alaska Airlines Inc.,FLL,DFW,888,1
320.00,MX,Breeze Aviation Group DBA  Breeze,CHS,ORF,678,1
320.00,NK,Spirit Air Lines,IAH,DTW,694,1
320.00,NK,Spirit Air Lines,MYR,PHL,694,1
320.00,NK,Spirit Air Lines,STL,TPA,698,1
320.00,SY,Sun Country Airlines d/b/a MN Airlines,LAX,DSM,614,1
320.00,UA,United Air Lines Inc.,JAX,ORD,694,1
320.00,UA,United Air Lines Inc.,LAX,HNL,839,1
320.00,UA,United Air Lines Inc.,ORF,IAD,888,1
320.00,WN,Southwest Airlines Co.,BDL,TPA,838,1
320.00,WN,Southwest Airlines Co.,BOI,SJC,838,1
320.00,WN,Southwest Airlines Co.,BWI,MIA,838,1
320.00,YX,Republic Airline,BDL,PHL,673,1
320.00,YX,Republic Airline,ORD,SDF,673,1
321.00,G4,Allegiant Air,OMA,LAS,694,1
321.00,G4,Allegiant Air,SFB,MCI,698,1
321.00,OO,SkyWest Airlines Inc.,DFW,MEM,631,1
321.00,UA,United Air Lines Inc.,IAH,MIA,612,1
321.00,UA,United Air Lines Inc.,PBI,EWR,622,1
321.00,UA,United Air Lines Inc.,SRQ,DEN,694,1
321.00,WN,Southwest Airlines Co.,LAS,ATL,838,1
321.00,WN,Southwest Airlines Co.,MCO,BDL,838,1
321.00,WN,Southwest Airlines Co.,MCO,SLC,614,1
321.00,WN,Southwest Airlines Co.,PHX,SDF,614,1
321.00,WN,Southwest Airlines Co.,RNO,SNA,612,1
321.00,X9,Omni Air International LLC,PHX,OGG,627,1
322.00,9E,Endeavor Air Inc.,BOS,EWR,638,1
322.00,AA,American Airlines Inc.,LAX,FLL,614,1
322.00,B6,JetBlue Airways,STT,BOS,699,1
322.00,F9,Frontier Airlines Inc.,CLE,LAS,694,1
322.00,G4,Allegiant Air,EUG,LAX,698,1
322.00,NK,Spirit Air Lines,MSY,LAX,694,1
322.00,OO,SkyWest Airlines Inc.,GSP,ORD,631,1
322.00,UA,United Air Lines Inc.,DEN,EWR,694,1
322.00,UA,United Air Lines Inc.,LAX,BWI,839,1
322.00,WN,Southwest Airlines Co.,MIA,MDW,838,1
